title,rating,runtime,imdb_rating,tmdb_rating,meta_score,genre_1,genre_2,genre_3,description,director,stars,votes,gross
"Next Stop, Christmas",TV-G,84,7,5.4,NA,Comedy,Drama,Fantasy,Angie is determined to spend Christmas alone but her usual commuter ride turns into a Christmas train that drops her off in her home town in 2011.,Dustin Rikert,"Lyndsy Fonseca, Chandler Massey, Erika Slezak, Eric Freeman,",2701,NA
Little Women,PG,115,7.3,4.7,87,Drama,Family,Romance,The March sisters live and grow in post-Civil War America.,Gillian Armstrong,"Susan Sarandon, Winona Ryder, Kirsten Dunst, Claire Danes,",62422,$50.08M
A Merry Christmas Wish,NA,86,5.9,1.5,NA,Comedy,Family,Romance,"Janie returns to her hometown of Woodland Falls when her great-uncle passes away, and she discovers that he has surprised her with a special gift: the family homestead, her childhood home.",Bradley Walsh,"Jill Wagner, Cameron Mathison, Neil Whitely, Deanna Jarvis,",1386,NA
Holiday Road,NA,84,7.2,2.2,NA,Drama,Romance,NA,"Nine strangers, stranded at an airport during the holidays, unite for a Christmas road trip to Denver. Misadventures lead to unexpected bonds and heartfelt conversations.",Martin Wood,"Sara Canning, Warren Christie, Princess Davis, Kiefer O'Reilly,",992,NA
A Christmas Prince,TV-PG,92,5.8,1.5,NA,Comedy,Family,Romance,"When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",Alex Zamm,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey,",21511,NA
A Not So Royal Christmas,NA,84,6.1,6.3,NA,Romance,NA,NA,"Tabloid journalist Charlotte attempts to land an interview with a reclusive Count. In response, the royal family has a groundskeeper pose as the Count since the real one fled years ago.",Jonathan Wright,"Brooke D'Orsay, Will Kemp, Taylor Love, Michael Hough,",592,NA
Prancer,G,103,6.4,3.8,NA,Drama,Family,Fantasy,"A farm girl nurses a wounded reindeer she believes is one of Santa's, hoping to bring it back to health in time for Christmas. Her holiday spirit inspires those around her, something her disheartened father is having trouble understanding.",John D. Hancock,"Sam Elliott, Cloris Leachman, Rutanya Alda, Abe Vigoda,",6185,$18.59M
Jingle Smells,NA,NA,3.8,5.3,NA,Comedy,Family,Fantasy,"War vet Nick Gutman is forced to take a job with his dad's quirky garbage men buddies. When tasked to destroy canceled toys before Christmas - Nick takes on the secret identity ""Jingle Smells"" and becomes a Robin Hood of the Holidays.",Daniel Lusko,"John Schneider, Eric Roberts, Ben Davies, Brad Stine,",201,NA
Christmas Island,TV-G,84,6.7,8.5,NA,Romance,NA,NA,"When a snowstorm diverts Kate's first private flight en route to Switzerland to Christmas Island, she must team up with an air traffic controller to secure her dream job as the family's pilot.",David Weaver,"Andrew W. Walker, Rachel Skarsten, Kate Drummond, Jefferson Brown,",1123,NA
My Christmas Hero,TV-PG,84,6.7,3.3,NA,Drama,Family,Romance,"Nicole is dedicated to helping military service members and their families, this Christmas with the help of many heroes she will be on a mission to honor a fallen soldier and bring much needed healing to this family.",Martin Wood,"Teryl Rothery, Candace Cameron Bure, Gabriel Hogan, Robin Dunne,",432,NA
Christmas in Scotland,NA,86,5.2,4.5,NA,Romance,NA,NA,"On a trip to Scotland, an installation designer finds herself helping a small community create a festive light display, despite the interventions of a wealthy heir. Forced to work together, they unite to bring seasonal magic to light.",David Lumsden,"Jill Winternitz, Dominic Watters, Toby Rolt, Jane MacFarlane,",276,NA
The Nutcracker,G,92,5.8,7.3,NA,Family,Fantasy,Music,"On Christmas Eve, a little girl named Marie falls asleep after a party at her house and dreams of a fantastic world where toys become larger than life.",Emile Ardolino,"Darci Kistler, Damian Woetzel, Kyra Nichols, Wendy Whelan,",2357,$2.12M
12 Dates of Christmas,PG,90,6.3,3.1,NA,Comedy,Family,Fantasy,"A story that follows Kate, a young woman who after a horrible blind date on Christmas Eve, wakes up to find she is re-living that same day and date all over again.",James Hayman,"Laura Miyata, Vijay Mehta, Amy Smart, Audrey Dwyer,",8054,NA
Time for Him to Come Home for Christmas,TV-G,84,7.5,1.9,NA,Drama,Romance,NA,"Four days before Christmas, Elizabeth Athens receives a voicemail from a unknown number she doesn't recognize. In the message, a man's voice, whom she doesn't know, makes one final plea to the love of his life for a second chance.",David Winning,"Holland Roden, Tyler Hynes, Steve Bacic, Dion Karas,",1846,NA
The Ref,R,97,6.9,3.6,59,Comedy,Crime,Drama,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",Ted Demme,"Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr.,",26135,$11.44M
Haul out the Holly,TV-G,84,6.1,2.6,NA,Comedy,Drama,Fantasy,"Emily arrives home hoping to visit her parents, only to find that they are going on a trip of their own. While she stays at her house for the holidays, her HOA is determined to get Emily involved in the neighborhood Christmas festivities.",Maclain Nelson,"Lacey Chabert, Wes Brown, Stephen Tobolowsky, Melissa Peterman,",2357,NA
A Brush with Christmas,TV-PG,83,5.5,8.6,NA,Comedy,Drama,Romance,"Charlotte captures the local art scene while also helping her mother run the family restaurant. Charlotte throws out her painting to the Christmas art festival. Wyatt, seeing her discarded work, tries to find the mysterious artist who stole his heart.",Robin Dunne,"Jillian Murray, Joseph Cannata, Jan Skene, Farrah Aviva,",1170,NA
This Christmas,PG-13,117,6.3,7.7,63,Comedy,Drama,Romance,A Christmastime drama centered around the Whitfield family's first holiday together in four years.,Preston A. Whitmore II,"Regina King, Columbus Short, Delroy Lindo, Idris Elba,",10259,$49.12M
The Princess Switch,TV-PG,101,6.1,6.3,NA,Comedy,Drama,Family,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",Mike Rohl,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun,",30806,NA
A California Christmas,PG-13,106,5.8,8.2,NA,Comedy,Drama,Romance,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio,",11145,NA
An Unexpected Christmas,TV-G,83,6.9,7.6,NA,Romance,NA,NA,Emily works at an ad agency and is sent to her ex's hometown before Christmas. She arrives at the train station as her ex is picked up by his family. They mistakenly think Emily's still an item.,Michael Robison,"Tyler Hynes, Bethany Joy Lenz, Alison Wandzura, Lynda Boyd,",2657,NA
The Nativity Story,PG,101,6.8,2.8,52,Adventure,Drama,Family,A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,Catherine Hardwicke,"Keisha Castle-Hughes, Shohreh Aghdashloo, Oscar Isaac, Hiam Abbass,",12172,$37.63M
The Christmas Card,NA,84,6.9,8.4,NA,Drama,Romance,NA,US soldier visits the town from where an inspirational Christmas card was sent to him by a church group that mails cards out to servicemen as a goodwill effort.,Stephen Bridgewater,"Edward Asner, John Newton, Alice Evans, Lois Nettleton,",4447,NA
Christmas with a View,TV-PG,91,5.2,5.6,NA,Drama,Romance,NA,Secret aspirations between a failed restaurateur and a celebrity chef threaten their blossoming Christmas romance.,Justin G. Dyck,"Kaitlyn Leeb, Scott Cavalheiro, Mark Ghanimé, Kristen Kurnik,",5393,NA
A Very Harold & Kumar Christmas,R,90,6.2,7.7,61,Adventure,Comedy,NA,"Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree.",Todd Strauss-Schulson,"Kal Penn, John Cho, Neil Patrick Harris, Patton Oswalt,",72114,$35.03M
I Believe in Santa,PG,89,4.5,8.4,NA,Comedy,Romance,NA,"Love is a gift. But when you find out the man you've fallen for still believes in Santa, do you accept it - or send it back?",Alex Ranarivelo,"Christina Moore, John Ducey, Violet McGraw, Sachin Bhatt,",3990,NA
Catch Me If You Claus,TV-G,84,6.6,3.8,NA,Romance,NA,NA,"On the verge of her big break, aspiring news anchor Avery Quinn catches a home intruder wearing a red suit claiming to be Santa's son, Chris.",Bradley Walsh,"Italia Ricci, Luke Macfarlane, Katerina Maria, Michael Barbuto,",931,NA
Instant Family,PG-13,118,7.3,2.2,57,Comedy,Drama,NA,A couple find themselves in over their heads when they foster three children.,Sean Anders,"Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar,",116777,$67.36M
All I Want for Christmas,G,92,5.9,3.1,NA,Comedy,Family,Romance,A brother and sister attempt to bring their divorced parents back together for Christmas.,Robert Lieberman,"Harley Jane Kozak, Jamey Sheridan, Ethan Embry, Kevin Nealon,",5496,$14.81M
Christmas on Windmill Way,NA,NA,5.9,4.7,NA,NA,NA,NA,"Mia Miejer expect that her Mimi, Ann will win the Christmas Market Fest Dutch Bake-Off competition with her award-winning Kerststol, but her Mimi has difficult news to share.",Don McBrearty,"Chad Michael Murray, Christa Taylor Brown, Marcia Bennett, Erin Agostino,",289,NA
Holiday Hotline,TV-G,NA,6.9,7.8,NA,Romance,NA,NA,"After leaving London, Abby connects with an anonymous caller while working at a cooking hotline. The caller is single dad ""John"" who Abby unknowingly has become smitten with in real life",Mark Jean,"Emily Tennant, Niall Matter, Myla Volk, Michael Strickland,",956,NA
Christmas Wedding Planner,PG,86,4.4,8.1,NA,Romance,NA,NA,"While planning her cousin's lavish wedding, Kelsey Wilson's world is turned upside down when Private Investigator Connor McClean shows up. Connor, hired by a unnamed source, disrupts the upcoming nuptials but manages to win Kelsey's heart.",Justin G. Dyck,"Jocelyn Hudon, Stephen Huszar, Kelly Rutherford, Rebecca Dalton,",6787,NA
A Timeless Christmas,TV-G,84,7,1.4,NA,Comedy,Fantasy,Romance,Charles Whitley travels from 1903 to 2020 where he meets Megan Turner and experiences a 21st Century Christmas.,Ron Oliver,"Erin Cahill, Ryan Paevey, Brandi Alexander, Zahf Paroo,",3292,NA
Tokyo Godfathers,PG-13,92,7.8,5.3,74,Animation,Adventure,Comedy,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Satoshi Kon,"Tôru Emori, Yoshiaki Umegaki, Aya Okamoto, Shôzô Îzuka,",45091,$0.13M
Navigating Christmas,NA,84,6.5,4.6,NA,Comedy,Drama,Romance,"Recently divorced Melanie and her son Jason visit a remote island for Christmas, only to find themselves running a real working lighthouse where she connects with the curt but cute owner.",Peter Benson,"Chelsea Hobbs, Stephen Huszar, Everett Andres, Tanja Dixon-Warren,",748,NA
The Christmas Classic,NA,86,5,3.1,NA,Comedy,Romance,NA,"Elizabeth works for the father of her fiancé's real estate business. In order to keep Elizabeth employed, her soon-to-be father-in-law sends her back to her hometown to persuade an ex-boyfriend to sell his ski resort to the company.",Shane Dax Taylor,"Malin Akerman, Carlos Alazraqui, Will Blagrove, Wes Hager,",162,NA
The Apartment,Approved,125,8.3,2.2,94,Comedy,Drama,Romance,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston,",192532,$18.60M
A Season for Family,TV-G,90,7,4,NA,Romance,NA,NA,"Maddy's adopted son Wesley has just one Christmas wish - to meet his brother Cody, who was adopted into a different family. Cody's father Paul is a widower who is not ready to have this conversation with his son.",Kevin Fair,"Brendan Penny, Stacey Farber, Benjamin Jacobson, Azriel Dalman,",620,NA
A Princess for Christmas,TV-G,91,6.3,8.7,NA,Comedy,Drama,Family,"At the invitation of an estranged relative, a young woman travels with her niece and nephew to a castle in Europe for Christmas, where she unwittingly falls for a dashing Prince.",Michael Damian,"Katie McGrath, Roger Moore, Sam Heughan, Travis Turner,",9035,NA
One Magic Christmas,G,89,6.4,3.9,NA,Family,Fantasy,NA,"An angel must show a mother the true meaning of Christmas. It's not just presents and materialistic things, but the people she cares about.",Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Harry Dean Stanton, Arthur Hill,",4320,$13.68M
Almost Christmas,PG-13,111,6.1,5.4,55,Comedy,Drama,Romance,A dysfunctional family gathers together for their first Christmas since their mom died.,David E. Talbert,"Kimberly Elise, Omar Epps, Danny Glover, Mo'Nique,",7664,$41.72M
Christmas Inheritance,TV-PG,104,5.7,6.9,NA,Comedy,Drama,Romance,"To be the CEO, an heiress is challenged by her dad to deliver a Christmas letter in person to his ex-partner in their hometown - traveling by bus, incognito and with only $100. Will she learn something from the people there?",Ernie Barbarash,"Eliza Taylor, Jake Lacy, Andie MacDowell, Neil Crone,",13126,NA
Noel,PG,96,6.1,4.2,29,Drama,NA,NA,"Five New Yorkers come together on Christmas Eve, seeking a miracle.",Chazz Palminteri,"Susan Sarandon, Penélope Cruz, Paul Walker, Alan Arkin,",10473,NA
The Snowman,G,26,8.2,9,NA,Animation,Adventure,Family,"On Christmas Eve, a young boy builds a snowman that comes to life and takes him to the North Pole to meet Father Christmas.",Jimmy T. Murakami,"Dianne Jackson, David Bowie, Raymond Briggs, Mel Smith,",16254,NA
Babes in Toyland,Approved,106,6.1,8.9,55,Comedy,Family,Fantasy,"Mary Contrary is set to marry Tom Piper when he is kidnapped by Roderigo and Gonzorgo, two goons working for the evil Barnaby who wants to marry Mary for her inheritance.",Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn,",4697,$10.22M
Mickey's Christmas Carol,G,26,8,3.3,NA,Animation,Short,Comedy,The classic Disney animated characters play the roles in this animated retelling of the Charles Dickens masterpiece.,Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan,",14813,$21.00M
Going My Way,Passed,126,7,5.2,90,Comedy,Drama,Music,"When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of the church's newest member.",Leo McCarey,"Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown,",13137,$16.30M
Get Santa,PG,102,6.3,3.7,52,Comedy,Family,NA,"After Santa Claus is arrested and jailed, a recently paroled prisoner and his young son attempt to save Christmas before it's too late.",Christopher Smith,"Jim Broadbent, Rafe Spall, Kit Connor, Ewen Bremner,",4547,NA
Babes in Toyland,G,140,5.2,3.6,NA,Adventure,Family,Fantasy,"A young girl wakes up in the realm of Toyland, where she teams up with her family and friends to overthrow the evil villain, Barnaby.",Clive Donner,"Drew Barrymore, Richard Mulligan, Eileen Brennan, Keanu Reeves,",3886,NA
Bell Book and Candle,Approved,106,6.8,1.6,NA,Comedy,Fantasy,Romance,"A modern-day witch likes her neighbor but despises his fiancée, so she enchants him to love her instead.",Richard Quine,"James Stewart, Kim Novak, Jack Lemmon, Ernie Kovacs,",12635,NA
Christmas at the Amish Bakery,NA,85,6.6,6.1,NA,Romance,NA,NA,"Chicago book editor Sarah heads back to her Amish family farm. With the help of a handsome local outsider, Dean, a friend of the Amish, they hope to save her family's bakery.",Jeff Hare,"Alexandra Harris, Sean Koetting, Emma Henderson, Francesca Barker McCormick,",95,NA
